OID,FID_,X,Y,BCE_Rangau
466,466,1624730.684667843,6125794.859122648,0.185000002
467,467,1623952.178344971,6125786.772463214,0.185000002
468,468,1624763.442739037,6125784.808079462,0.185000002
469,469,1624779.835305674,6125784.763514073,0.185000002
470,470,1626828.90681481,6125778.960593377,0.820635201
471,471,1626853.328195391,6125779.092954303,0.76429089
472,472,1624796.200762365,6125774.756888665,0.185000002
473,473,1620796.885274345,6125797.219430101,1.076732947
474,474,1623673.845924324,6125768.143255898,0.185000002
475,475,1624820.762448747,6125764.727910222,0.185000002
476,476,1624845.351244956,6125764.660890566,0.201136003
477,477,1622156.928775806,6125751.67075194,0.381539002
478,478,1624451.570595989,6125684.918978541,0.185000002
479,479,1624467.730032608,6125682.91915642,0.185000002
480,480,1624341.514866797,6125674.51394398,0.185000002
481,481,1624417.550920516,6125677.066435101,0.185000002
482,482,1624484.357507334,6125675.759204138,0.185000002
483,483,1623702.228675963,6125672.203108205,0.185000002
484,484,1624316.126447752,6125665.791548296,0.185000002
485,485,1624459.691818705,6125666.2876058,0.185000002
486,486,1624500.840231159,6125665.972749766,0.202450002
487,487,1624386.673797261,6125664.762042524,0.239531336
488,488,1624480.322091113,6125655.717185936,0.185000002
489,489,1624292.400821193,6125649.934232084,0.185000002
490,490,1624348.266294763,6125653.652392223,0.357838986
491,491,1624495.323582591,6125645.660305277,0.185000002
492,492,1624323.194391441,6125643.203807503,0.186690479
493,493,1624308.123811644,6125626.640519843,0.185000002
494,494,1624521.660879146,6125626.066896013,0.185000002
495,495,1623730.812855428,6125633.164911321,0.185000002
496,496,1624533.490811126,6125616.074373133,0.185000002
497,497,1624279.424052839,6125621.736008002,0.185000002
498,498,1624312.767684218,6125606.703925882,0.392920002
499,499,1624541.660108248,6125606.090267895,0.185000002
500,500,1623760.184097375,6125604.067321296,0.185000002
501,501,1624549.829387407,6125596.106155084,0.185000002
502,502,1624918.954904004,6125600.085135827,0.185000002
503,503,1624557.998648602,6125586.122034701,0.185000002
504,504,1624607.175270251,6125585.989352955,0.439350003
505,505,1624574.363986449,6125576.115804155,0.185000002
506,506,1624901.608822244,6125575.227290355,0.185000002
507,507,1624631.709717262,6125565.99884647,0.219550002
508,508,1625861.016981437,6125562.54932172,1.04364838
509,509,1623791.351877624,6125582.556455857,0.185000002
510,510,1624598.898477898,6125556.125385982,0.185000002
511,511,1624910.948374721,6125555.277542687,0.185000002
512,512,1625881.585741502,6125552.920597363,1.043508193
513,513,1624106.276805018,6125816.896063482,0.811482281
514,514,1624279.392491918,6125546.816007465,0.185000002
515,515,1624676.734225198,6125545.952788427,0.521938842
516,516,1624893.930036013,6125545.36194992,0.185000002
517,517,1625919.471983526,6125537.076964908,0.722682091
518,518,1625960.33489845,6125522.244415496,0.736065326
519,519,1624885.665942158,6125520.479256666,0.185000002
520,520,1625992.020773645,6125512.367894535,0.710225
521,521,1624702.083484563,6125712.636729448,0.668296864
522,522,1626030.243063518,6125502.066180522,0.736247267
523,523,1624333.26420214,6127903.687471277,0.624975237
524,524,1624295.497544828,6125502.147914401,0.185000002
525,525,1624869.205869069,6125495.618925512,0.185000002
526,526,1626074.021582138,6125492.250591071,0.663774998
527,527,1626508.41103633,6125490.997074219,0.104999997
528,528,1624860.982661898,6125485.679258735,0.185000002
529,529,1626090.385108171,6125482.241618477,0.877860837
530,530,1626491.821337428,6125480.878905952,0.104999997
531,531,1624844.563466901,6125475.761938017,0.185000002
